ES4FQIXP	11552	11520	0	0.2544	1.0	0.473829984664917
ES4FQIXP	11552	11520	0.25	0.9645	1.0	0.3844902515411377
ES4FQIXP	11552	11520	0.5	0.9645	1.0	0.5587761402130127
ES4FQIXP	11552	11520	0.75	0.9645	1.0	0.4021902084350586
ES4FQIXP	11552	11520	1.0	0.9705	0.0	0.07008886337280273
EVDGG7DX	334203	11070	0	0.1892	0.86	0.6739392280578613
EVDGG7DX	334203	11070	0.25	0.2534	0.86	1.5462419986724854
EVDGG7DX	334203	11070	0.5	0.2534	0.86	1.7783679962158203
EVDGG7DX	334203	11070	0.75	0.2534	0.86	1.4837486743927002
EVDGG7DX	334203	11070	1.0	0.2824	0.0	0.12942790985107422
65G6S6V9	334203	11082	0	0.2017	0.88	0.7831921577453613
65G6S6V9	334203	11082	0.25	0.253	0.88	1.1255416870117188
65G6S6V9	334203	11082	0.5	0.253	0.88	1.1655573844909668
65G6S6V9	334203	11082	0.75	0.253	0.88	1.3759901523590088
65G6S6V9	334203	11082	1.0	0.2958	0.0	0.13268113136291504
43OEOGNO	334203	10255	0	0.1687	0.4	19.11603808403015
43OEOGNO	334203	10255	0.25	0.3608	0.4	56.52986264228821
43OEOGNO	334203	10255	0.5	0.3608	0.4	447.7225387096405
43OEOGNO	334203	10255	0.75	0.3608	0.4	40.44898700714111
43OEOGNO	334203	10255	1.0	0.4072	0.0	0.1048128604888916
BL9HIJEU	334203	10407	0	0.221	0.94	1.014289140701294
BL9HIJEU	334203	10407	0.25	0.3429	0.94	1.2533519268035889
BL9HIJEU	334203	10407	0.5	0.3429	0.94	1.5515358448028564
BL9HIJEU	334203	10407	0.75	0.3429	0.94	1.3325223922729492
BL9HIJEU	334203	10407	1.0	0.3727	0.0	0.11290907859802246
HDUJSSQC	334203	138950	0	0.1778	0.82	1.835676670074463
HDUJSSQC	334203	138950	0.25	0.2923	0.82	7.292625427246094
HDUJSSQC	334203	138950	0.5	0.2923	0.82	4.274421453475952
HDUJSSQC	334203	138950	0.75	0.2923	0.82	2.039339780807495
HDUJSSQC	334203	138950	1.0	0.3274	0.0	0.1342604160308838
A7OCZ5KJ	334203	11520	0	0.2104	0.96	0.9605708122253418
A7OCZ5KJ	334203	11520	0.25	0.293	0.96	1.2162821292877197
A7OCZ5KJ	334203	11520	0.5	0.293	0.96	2.0496768951416016
A7OCZ5KJ	334203	11520	0.75	0.293	0.96	2.0618903636932373
A7OCZ5KJ	334203	11520	1.0	0.3243	0.0	0.12320351600646973
TX9QIGPD	11070	11082	0	0.2918	0.9412	1.3401331901550293
TX9QIGPD	11070	11082	0.25	0.861	0.9412	1.3011460304260254
TX9QIGPD	11070	11082	0.5	0.861	0.9412	1.120218276977539
TX9QIGPD	11070	11082	0.75	0.861	0.9412	0.7042253017425537
TX9QIGPD	11070	11082	1.0	0.8797	0.0	0.13924860954284668
9EMOBWQD	11070	10255	0	0.1975	0.5294	32.93385052680969
9EMOBWQD	11070	10255	0.25	0.2759	0.5294	37.23218274116516
9EMOBWQD	11070	10255	0.5	0.2759	0.5294	66.95806360244751
9EMOBWQD	11070	10255	0.75	0.2893	0.5098	60.29824638366699
9EMOBWQD	11070	10255	1.0	0.3381	0.0	0.12634992599487305
AYIW5JRM	11070	10407	0	0.1716	0.8431	1.072051763534546
AYIW5JRM	11070	10407	0.25	0.2564	0.8431	3.2945332527160645
AYIW5JRM	11070	10407	0.5	0.2563	0.8431	2.9495041370391846
AYIW5JRM	11070	10407	0.75	0.2564	0.8431	3.711660385131836
AYIW5JRM	11070	10407	1.0	0.2844	0.0	0.14506888389587402
2TB9TMR9	11070	138950	0	0.1767	0.9412	2.476020097732544
2TB9TMR9	11070	138950	0.25	0.2333	0.9412	6.468497037887573
2TB9TMR9	11070	138950	0.5	0.2333	0.9412	4.941817283630371
2TB9TMR9	11070	138950	0.75	0.2333	0.9412	3.172295570373535
2TB9TMR9	11070	138950	1.0	0.274	0.0	0.1047358512878418
R3VJP7AX	11070	11520	0	0.1767	0.9412	1.104787826538086
R3VJP7AX	11070	11520	0.25	0.2394	0.9412	3.0765459537506104
R3VJP7AX	11070	11520	0.5	0.2394	0.9412	2.8356823921203613
R3VJP7AX	11070	11520	0.75	0.2394	0.9412	2.1519687175750732
R3VJP7AX	11070	11520	1.0	0.2809	0.0	0.14885354042053223
QEZDGGFV	11082	10255	0	0.1708	0.5192	38.47918248176575
QEZDGGFV	11082	10255	0.25	0.3021	0.5192	838.5137062072754
QEZDGGFV	11082	10255	0.5	0.3021	0.5192	58.387552976608276
QEZDGGFV	11082	10255	0.75	0.3021	0.5192	42.09703516960144
QEZDGGFV	11082	10255	1.0	0.3515	0.0	0.11090540885925293
VVATE7IP	11082	11082	0	0.1462	0.8269	1.0961713790893555
VVATE7IP	11082	11082	0.25	0.2676	0.8269	1.4470205307006836
VVATE7IP	11082	11082	0.5	0.2676	0.8269	1.8993098735809326
VVATE7IP	11082	11082	0.75	0.2676	0.8269	1.634984016418457
VVATE7IP	11082	11082	1.0	0.2978	0.0	0.12203574180603027
X1KDI8DA	11082	138950	0	0.1617	0.9231	2.793102979660034
X1KDI8DA	11082	138950	0.25	0.2462	0.9231	9.671905517578125
X1KDI8DA	11082	138950	0.5	0.2462	0.9231	8.441567659378052
X1KDI8DA	11082	138950	0.75	0.2607	0.9038	6.500375509262085
X1KDI8DA	11082	138950	1.0	0.2981	0.0	0.15079903602600098
ALS7LXLD	11082	11520	0	0.1772	0.9423	1.0270917415618896
ALS7LXLD	11082	11520	0.25	0.2489	0.9423	1.3852672576904297
ALS7LXLD	11082	11520	0.5	0.2489	0.9423	1.4423315525054932
ALS7LXLD	11082	11520	0.75	0.2489	0.9423	2.619965076446533
ALS7LXLD	11082	11520	1.0	0.2877	0.0	0.10785126686096191
SOLR47GM	10407	10255	0	0.1076	0.3167	67.3030138015747
SOLR47GM	10407	10255	0.25	0.3994	0.3167	380.5173759460449
SOLR47GM	10407	10255	0.5	0.3994	0.3167	94.75621771812439
SOLR47GM	10407	10255	0.75	0.4122	0.3	46.56773018836975
SOLR47GM	10407	10255	1.0	0.4341	0.0	0.1389014720916748
BR7T7O1Z	138950	10255	0	0.1828	0.5	49.54875421524048
BR7T7O1Z	138950	10255	0.25	0.3173	0.5	646.1412072181702
BR7T7O1Z	138950	10255	0.5	0.3173	0.5	626.3465127944946
BR7T7O1Z	138950	10255	0.75	0.33	0.4839	104.1584153175354
BR7T7O1Z	138950	10255	1.0	0.3952	0.0	0.1387176513671875
R466N8OE	11520	10255	0	0.1245	0.3968	34.117127656936646
R466N8OE	11520	10255	0.25	0.4265	0.3968	129.92103695869446
R466N8OE	11520	10255	0.5	0.4265	0.3968	766.5437273979187
R466N8OE	11520	10255	0.75	0.4265	0.3968	38.422552824020386
R466N8OE	11520	10255	1.0	0.4556	0.0	0.11594915390014648
VWFC11XQ	10407	138950	0	0.1691	0.75	3.9546725749969482
VWFC11XQ	10407	138950	0.25	0.3052	0.75	12.193692445755005
VWFC11XQ	10407	138950	0.5	0.3052	0.75	9.79291033744812
VWFC11XQ	10407	138950	0.75	0.3319	0.7333	5.260780572891235
VWFC11XQ	10407	138950	1.0	0.3498	0.0	0.13158297538757324
8I3C9L06	10407	11520	0	0.2345	0.8833	1.9250290393829346
8I3C9L06	10407	11520	0.25	0.3001	0.8833	2.895252227783203
8I3C9L06	10407	11520	0.5	0.3006	0.8833	3.465287685394287
8I3C9L06	10407	11520	0.75	0.3006	0.8833	3.3406882286071777
8I3C9L06	10407	11520	1.0	0.3439	0.0	0.14034485816955566
AI0MS4J8	138950	11520	0	0.1862	0.7419	2.8462443351745605
AI0MS4J8	138950	11520	0.25	0.2923	0.7419	4.929218292236328
AI0MS4J8	138950	11520	0.5	0.2923	0.7419	6.730644702911377
AI0MS4J8	138950	11520	0.75	0.2923	0.7419	12.967172861099243
AI0MS4J8	138950	11520	1.0	0.3698	0.0	0.15006422996520996
